"trans_date_trans_time","cc_num","merchant","category","amt","first","last","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"2019-05-04 07:13:01",503874407318,"fraud_Kuvalis Ltd","gas_transport",49.95,"Andrew","Mcgee","4130 Tiffany Glen Apt. 562","San Antonio","TX",78248,29.5894,-98.5201,1595797,"Exhibition designer","1975-12-28","a6032850f3e0719acfaeeb40316dd70f",1336115581,30.220645,-98.092354,0
"2020-01-27 00:53:00",60490596305,"fraud_Metz-Boehm","shopping_pos",6.13,"Karen","Johnson","4349 Anna Flat Suite 214","Haynes","AR",72341,34.8838,-90.7666,222,"""Programmer, applications""","1963-05-19","9f40476b6e56b0af114fb80dff53b94b",1359247980,35.74187,-90.163909,0
"2020-05-07 19:30:24",4810789809665943000,"fraud_Schimmel-Olson","kids_pets",6.42,"Julie","Sanchez","916 Charles Road","Bowersville","OH",45307,39.5756,-83.7153,338,"Quantity surveyor","1988-07-28","50dbd76dd23d164626027ffafb236c35",1367955024,39.16866,-83.603585,0
"2019-05-01 17:52:57",346243940647414,"fraud_Harris Group","food_dining",32.16,"Sean","Miller","6340 Jeffrey Dale","Thornville","OH",43076,39.8974,-82.4071,9051,"Audiological scientist","1983-01-08","36ec7838c3c0cef0cbf538852ae87d0b",1335894777,39.931483,-82.66715,0
"2019-01-17 05:18:17",30118423745458,"fraud_Ledner-Pfannerstill","gas_transport",75.26,"Jared","Velazquez","01479 Murray Circle","Matawan","NJ",7747,40.4109,-74.238,30770,"Drilling engineer","1993-04-29","96d3bbfcf6728e718f3c9e88ed422003",1326777497,40.006935,-74.44592,0
"2019-12-22 11:16:14",4266200684857219,"fraud_Rodriguez Group","gas_transport",54.57,"Joshua","Bryant","5452 Patricia Inlet Apt. 280","Nelson","NE",68961,40.201,-98.0684,732,"Television/film/video producer","1956-12-13","2a742b385005808f8bb35f92f59443f9",1356174974,39.269963,-98.714678,0
"2019-03-17 02:16:10",38014427445058,"""fraud_Schultz, Simonis and Little""","grocery_pos",93.91,"Sonya","Jensen","4470 Jillian Courts","Adams","WI",53910,43.8967,-89.8219,3508,"Sport and exercise psychologist","1946-08-11","4d3b0c1e678c6f8942a9ced008963510",1331950570,43.885362,-89.338937,0
"2020-01-19 15:20:00",3533012926413100,"""fraud_Yost, Schamberger and Windler""","kids_pets",12.28,"Megan","Bernard","128 Nathan Ramp","Barneveld","NY",13304,43.2237,-75.1612,1684,"IT trainer","1994-03-01","83c5ab9a9c815bcb64ac2c8067b3f720",1358608800,42.919958,-75.132806,0
"2019-05-31 01:26:15",4629451965224809,"""fraud_Johnston, Nikolaus and Maggio""","grocery_net",49.52,"Karen","Warren","4900 Curtis Gardens Suite 952","Hahira","GA",31632,30.9416,-83.3574,10295,"""Teacher, special educational needs""","1997-12-26","e41aa6d05bd0cc65c75860aaf76bad4c",1338427575,30.118011,-82.652087,0
"2019-01-29 11:54:49",4584931703207308300,"""fraud_Lehner, Reichert and Mills""","misc_pos",66.57,"Amanda","Gomez","8152 Brittany Centers","Dallas","TX",75218,32.8463,-96.6972,1263321,"""Designer, ceramics/pottery""","1975-04-16","ced02d874f8c6614e6928ed61cfd26c8",1327838089,33.746508,-97.556021,0
"2019-03-17 16:31:20",4500002361389,"""fraud_Feil, Hilpert and Koss""","food_dining",8.62,"Joseph","Nixon","86882 Desiree Camp Suite 047","Tyaskin","MD",21865,38.2833,-75.8465,470,"Music tutor","1965-04-07","19dd427d6fde724048f4562110fd47ec",1332001880,38.343313,-76.187407,0
"2019-11-07 13:21:19",639023984367,"fraud_Bernhard-Lesch","food_dining",7.18,"Destiny","Lowe","79472 Stevens Trace Apt. 120","Hannawa Falls","NY",13647,44.6087,-74.9732,69,"Chief Executive Officer","1991-06-05","adee4dce621cefed58e8770dad0559f6",1352294479,45.197179,-75.043178,0
"2020-04-28 07:13:16",6597888193422452,"""fraud_Tillman, Fritsch and Schmitt""","misc_net",4.04,"Bill","Lane","4725 Hurst Curve Apt. 634","Holliday","TX",76366,33.6751,-98.6576,2317,"Chief Technology Officer","1964-08-23","ca9e86268b6c2c6b5ddc706e245df144",1367133196,33.686444,-99.261048,0
"2019-01-13 23:39:18",4469777115158235000,"fraud_Prosacco LLC","personal_care",6.82,"Gregory","Graham","4005 Dana Glens","Methuen","MA",1844,42.728,-71.181,47249,"Market researcher","1980-11-22","120c062e3da18d29d70290f0daa32bff",1326497958,42.267017,-71.61287,0
"2019-07-19 14:44:44",3567879740649740,"fraud_Hamill-D'Amore","health_fitness",40.06,"Tanya","Williams","566 Megan Well","Brownville","NY",13615,44.0577,-76.0196,1271,"""Producer, radio""","1958-08-14","28a100e6ee19e8644080fe5ad64be083",1342709084,43.615459,-76.057298,0
"2019-11-12 19:28:02",581686439828,"fraud_Weber and Sons","food_dining",9.51,"Larry","House","911 Sabrina Trafficway","Cochranton","PA",16314,41.5205,-80.0573,5507,"Retail merchandiser","1973-07-28","5a04aa9d454cd0eda618134b4116a928",1352748482,40.777615,-80.624485,0
"2019-04-18 13:27:57",4642894980163,"fraud_Breitenberg-Hermiston","kids_pets",63.41,"Eddie","Mendez","1831 Faith View Suite 653","Clarinda","IA",51632,40.7491,-95.038,7297,"IT trainer","1990-07-13","b2cddbc200d19c65b8852f23f34e0348",1334755677,41.5056,-95.658823,0
"2020-03-10 15:10:02",4745996322265,"fraud_Schuppe LLC","entertainment",67.74,"Carrie","Washington","6114 Adams Harbor Suite 096","Kingsford Heights","IN",46346,41.4802,-86.6919,1423,"""Psychologist, forensic""","1998-10-07","f6571579981c787a4f1476341e2165c7",1362928202,40.618164,-85.827103,0
"2019-11-26 02:47:12",4550599031376731,"fraud_Wiza LLC","misc_pos",2.72,"Angela","West","9471 Wong Islands","Mansfield","OH",44902,40.7559,-82.5123,92985,"Press photographer","1968-05-29","8c71b55977ba8795b68ae431b34a51cc",1353898032,41.455523,-83.090814,0
"2019-10-14 18:21:07",213126662687660,"fraud_Kessler Inc","travel",4.73,"Christopher","Luna","242 Brian Mountain","Laredo","TX",78040,27.5155,-99.4986,248858,"Video editor","1971-01-28","e82bd9410a750a2e8c1e05482decc776",1350238867,27.74849,-98.940145,0
"2019-01-08 18:56:35",5388659976630693,"""fraud_Bahringer, Osinski and Block""","food_dining",11.38,"Charles","Preston","5364 William Harbor","Seneca","WI",54654,43.2064,-90.9405,153,"Quantity surveyor","1962-02-14","b1f91ef3af84ea5d2afdab8c25bda675",1326048995,42.960418,-90.963674,0
"2019-04-13 20:28:37",3567697931646329,"fraud_Auer-West","shopping_net",25.06,"John","Stevens","428 Morgan River","Hudson","NY",12534,42.247,-73.7552,17867,"Travel agency manager","1998-07-29","60f1a0226ff08103fc5e96620601d985",1334348917,42.106915,-74.485314,0
"2019-02-15 17:03:11",4294930380592,"fraud_Brown Inc","kids_pets",50.76,"Misty","Rivera","1980 Vasquez Manors Apt. 574","Catawba","VA",24070,37.3696,-80.1284,1363,"Equality and diversity officer","1940-08-23","f738e6393ccc7e601c8a833ed24be009",1329325391,37.280704,-80.697919,0
"2019-03-07 07:31:43",4958589671582727000,"fraud_Sawayn PLC","shopping_pos",8.07,"Aaron","Pena","793 Hooper Tunnel Suite 154","Burke","VA",22015,38.7894,-77.2818,43102,"Health visitor","1950-11-27","20b1f2de0f36ac817f251241d2d7d232",1331105503,39.085645,-77.503795,0
"2019-12-26 10:30:55",3560797065840735,"fraud_Cummings Group","grocery_net",29.79,"Janet","Turner","0925 Lang Extensions","Shields","ND",58569,46.1838,-101.2589,77,"Film/video editor","1989-12-17","a68361a272bf52d7108bab0cac35d28d",1356517855,45.901405,-100.808184,0
"2020-03-31 14:30:54",3567697931646329,"""fraud_Baumbach, Feeney and Morar""","shopping_net",9.23,"John","Stevens","428 Morgan River","Hudson","NY",12534,42.247,-73.7552,17867,"Travel agency manager","1998-07-29","a25875ada615861768fd51be428524a0",1364740254,41.927167,-73.148601,0
"2019-12-16 10:54:20",4607072969078276,"""fraud_Christiansen, Goyette and Schamberger""","gas_transport",49.17,"Brenda","Perez","033 Tara Brook Suite 523","Coyle","OK",73027,35.8985,-97.2607,1493,"Amenity horticulturist","1985-03-21","dac1dfeb9f460dd0a025bbaf7b6a2a1c",1355655260,35.162363,-96.963509,0
"2019-02-23 14:08:04",6534628260579800,"fraud_Bahringer Group","health_fitness",44.6,"Christine","Harris","29606 Martinez Views Suite 653","Hinesburg","VT",5461,44.3346,-73.098,4542,"Claims inspector/assessor","1998-03-19","5ae9183c7e85ae9f4cd8cb41d4ad069c",1330006084,44.220919,-73.773346,0
"2019-05-30 19:56:44",30082025922891,"fraud_Kub PLC","personal_care",38.2,"Kathleen","Thompson","199 Patterson Fords Apt. 132","Naples","FL",34112,26.1184,-81.7361,276002,"""Pilot, airline""","1934-06-23","645b8c1362b19531afc9826fb572323d",1338407804,26.330469,-81.351328,0
"2019-10-04 17:24:53",4683520018489354,"fraud_Gottlieb-Hansen","personal_care",65.26,"Charles","Carrillo","17547 Stephen Turnpike Apt. 846","Hawthorne","CA",90250,33.9143,-118.3493,93193,"""Editor, magazine features""","1995-04-19","a75f1f1c9b6e6d1a0ee3d1e3d93aec3f",1349371493,34.341396,-117.485012,0
"2019-12-23 00:29:00",213102873001603,"fraud_Heathcote LLC","shopping_net",7.92,"Joanne","Padilla","477 Alejandro Knolls Suite 828","Gardiner","OR",97441,43.7857,-124.1437,260,"""Engineer, maintenance""","1956-09-01","9794616ac78bd3c1b7a1997eaaf7e5ea",1356222540,44.565842,-124.445158,0
"2019-11-30 20:13:36",213107169859697,"fraud_Pagac LLC","shopping_pos",53.89,"Megan","Fernandez","77127 Paul Station Apt. 495","Woods Cross","UT",84087,40.8874,-111.9027,13983,"Insurance broker","1979-08-14","46667ca5c65bf6e69fdd5160542b9d2d",1354306416,40.372985,-111.895076,0
"2020-02-20 15:46:54",6011348830550197,"fraud_Johns Inc","entertainment",54.48,"Samuel","Johnston","16285 Jessica Lights","Birmingham","AL",35229,33.4629,-86.7904,493806,"Musician","1980-07-12","1b50b8d34c06d8a0891bfd45af2bd0b2",1361375214,32.745156,-85.862051,0
"2020-06-20 21:10:01",180094419304907,"""fraud_Reinger, Weissnat and Strosin""","food_dining",74.41,"Sharon","Smith","17666 David Valleys","Sun City","CA",92585,33.7467,-117.1721,54287,"""Designer, exhibition/display""","1972-09-22","1df15999bfb44887373c2bb61df2fa70",1371762601,34.223446,-116.304494,0
"2019-07-07 22:53:33",30561214688470,"fraud_Abbott-Rogahn","entertainment",24.9,"Gina","Morrison","41851 Victor Drives Suite 219","Allentown","PA",18103,40.5891,-75.4645,166081,"""Scientist, research (maths)""","1998-10-01","fe04e49031e13b7c619ae7581fd5a6ee",1341701613,39.808981,-75.460375,0
"2019-10-02 05:36:52",4989847570577635000,"fraud_Hermann-Gaylord","misc_pos",35.6,"Vanessa","Anderson","21178 Brittney Locks","Prosperity","SC",29127,34.1832,-81.5324,8333,"Archaeologist","1994-07-09","87034d4b9ec548dd578b1bcd61025aee",1349156212,33.700388,-80.909272,0
"2019-04-28 17:42:13",3598215285024754,"fraud_Bins-Tillman","entertainment",160.72,"Ashley","Lopez","9333 Valentine Point","Bellmore","NY",11710,40.6729,-73.5365,34496,"""Librarian, public""","1970-10-21","00ae5d2f323b563fb3be7e7fb90bee93",1335634933,41.231995,-73.464865,0
"2019-05-15 23:44:28",4512828414983802000,"fraud_Wilkinson PLC","kids_pets",95.22,"Monica","Cohen","864 Reynolds Plains","Uledi","PA",15484,39.8936,-79.7856,328,"Tree surgeon","1983-07-25","c5a45e58021d49b1ebce7a5890fd2f43",1337125468,40.133843,-79.840517,0
"2020-06-09 09:30:49",36078114201167,"fraud_Emard Inc","gas_transport",55.83,"Christopher","Horn","956 Sanchez Highway","Mallie","KY",41836,37.2692,-82.9161,798,"Facilities manager","1926-06-26","b53ef2a844b1ef440f4c3be0aa69f44f",1370770249,36.849338,-82.295201,0
"2019-05-28 01:14:48",3518758680062249,"fraud_Volkman Ltd","misc_net",7.54,"Antonio","Koch","8738 Richard Brooks","Moab","UT",84532,38.5677,-109.5271,9772,"Location manager","1989-11-24","0357d93618b8d25c00acbc114b048be2",1338167688,38.316762,-110.454442,0
"2019-07-22 12:42:57",30029052116970,"""fraud_Lowe, Dietrich and Erdman""","kids_pets",22.75,"Curtis","Young","4319 Watson Shoals Suite 658","Falconer","NY",14733,42.1239,-79.1895,3833,"Metallurgist","1970-10-09","930e791a2c87e8e21b99d8f8e6f32f4e",1342960977,41.234166,-79.612109,0
"2020-04-29 16:28:24",4067137330196900,"fraud_Torphy-Goyette","shopping_pos",2.5,"Christina","Eaton","3256 Brooks Field","Eldridge","AL",35554,33.9315,-87.6194,1186,"Politician's assistant","1986-11-12","b83dcc369c4e33124d8ebef877213d70",1367252904,33.519101,-87.095767,0
"2019-01-19 02:55:07",630423337322,"""fraud_Stroman, Hudson and Erdman""","gas_transport",56.53,"Stephanie","Gill","43039 Riley Greens Suite 393","Orient","WA",99160,48.8878,-118.2105,149,"Special educational needs teacher","1978-06-21","289d79eabb82501ea16fcff5319e7c76",1326941707,49.664657,-117.634677,0
"2019-08-04 04:36:47",630469040731,"fraud_Auer-Mosciski","grocery_pos",167.82,"Meredith","Ayala","7107 Henderson Station","Cascade Locks","OR",97014,45.671,-121.8686,1288,"Barrister","1936-05-01","eb56992a5346aa1bb3ea28433c176d20",1344055007,46.285211,-121.651157,0
"2020-06-11 05:25:41",3599237318576484,"fraud_Conroy-Cruickshank","gas_transport",83.84,"Jessica","Smith","06808 Ryan Valleys","Dubre","KY",42731,36.8421,-85.5396,341,"Insurance risk surveyor","1932-11-19","f46f2c508a5a421adf9320fe5e532ed0",1370928341,36.632849,-85.238403,0
"2020-05-13 20:45:49",4155021259183870,"fraud_Schmidt-Larkin","home",9.57,"Renee","Parrish","174 Jennifer Meadow Apt. 467","Mountain Park","OK",73559,34.7032,-98.9591,540,"Research scientist (life sciences)","1983-10-12","4fd44f73a6f8eb37418e8eeb1afe8372",1368477949,35.309279,-99.008824,0
"2019-12-23 19:03:44",6506116513503136,"""fraud_Turner, Ziemann and Lehner""","food_dining",75.07,"Kimberly","Rice","63991 Destiny Rue Apt. 651","Tyler","TX",75703,32.2768,-95.3031,144160,"Sports development officer","1984-05-04","8f701d1994d694e3032269ca427c7466",1356289424,32.206836,-96.168928,0
"2019-05-13 17:22:28",4725673654161314,"fraud_Reichel LLC","personal_care",72.09,"Alex","White","874 Fred Knolls Apt. 609","Orient","NY",11957,41.1437,-72.2879,743,"Video editor","1968-09-19","82dad61af38bc3df96d816c5af1d6696",1336929748,41.203554,-73.052684,0
"2020-05-29 11:06:52",4449530933957323,"fraud_Emard Inc","gas_transport",57.64,"Felicia","Mckee","84079 Thomas Burgs","Tomales","CA",94971,38.2427,-122.9145,337,"Occupational psychologist","1954-07-05","cb726805b402deaace6d2aeebf9119a9",1369825612,37.700286,-123.031347,0
"2019-02-11 08:52:29",30131826429364,"""fraud_Kerluke, Kertzmann and Wiza""","misc_net",2.27,"Brianna","Foley","57256 Raymond Ports","Knoxville","TN",37932,35.9335,-84.1481,391389,"""Designer, industrial/product""","1994-04-22","5c520bea1d64994af5dbdf112a3bc934",1328950349,36.400062,-84.205149,0
"2020-05-18 23:53:06",375237305371366,"""fraud_Durgan, Gislason and Spencer""","home",77.58,"David","Erickson","616 Jimenez Meadow Apt. 701","East Rochester","NY",14445,43.1128,-77.4906,8019,"Retail buyer","1928-06-26","adde8c9a7619fb2a888c22bc0bfe4157",1368921186,43.250389,-76.777312,0
"2019-10-16 00:40:32",4482427013979020,"""fraud_Schultz, Simonis and Little""","grocery_pos",145.47,"Leslie","Ford","4938 Hatfield Course","Henderson","WV",25106,38.8265,-82.1364,642,"Building services engineer","1946-08-30","c7962a003b5e6e1c511d96ba726cefd6",1350348032,39.441497,-82.960576,0
"2019-03-22 15:37:34",377234009633447,"""fraud_Kling, Howe and Schneider""","home",33.46,"Theresa","Blackwell","43576 Kristina Islands","Shenandoah Junction","WV",25442,39.3716,-77.8229,1925,"Systems developer","1966-02-14","1b0712d9733112f56355c02794581c5a",1332430654,39.100201,-77.463257,0
"2019-12-24 07:39:25",4220345354880,"fraud_Koepp-Witting","grocery_pos",64.1,"Patrick","Torres","27386 Snyder Station","Oxford","MI",48371,42.8223,-83.2829,24840,"Agricultural consultant","1960-01-20","cd9498b26ec402fda63e43fd6e5776df",1356334765,42.570985,-83.774984,0
"2019-08-14 07:21:36",3560697798177746,"""fraud_Nicolas, Hills and McGlynn""","entertainment",14.59,"Matthew","Young","8840 Miller Port Suite 645","Indian Wells","CA",92210,33.7163,-116.3381,4677,"Learning mentor","1955-05-06","33c97800c74b0a6d2415b32e71100480",1344928896,32.717339,-116.618799,0
"2019-03-01 19:16:25",213199865312311,"""fraud_Kihn, Brakus and Goyette""","personal_care",30.03,"Christopher","Miller","493 Fitzgerald Fields Suite 454","Varnell","GA",30756,34.9298,-84.9885,74,"Pensions consultant","1944-05-14","b8d48dce9c35949e0a9655e7a3a0e5a9",1330629385,34.300379,-84.153255,0
"2020-01-28 04:24:14",3564182536169293,"fraud_Kihn Inc","shopping_pos",6.69,"Brenda","Johnson","56160 Nicholas Isle","Norwich","OH",43767,39.9934,-81.8024,1443,"Research scientist (medical)","1962-03-04","df6a33f338abe62eb4ee3f5ae8a95a5b",1359347054,39.348093,-80.886675,0
"2019-03-28 09:03:39",213186880359195,"fraud_Funk Group","grocery_net",46.57,"Craig","Franco","9242 Vanessa Ramp Apt. 525","Smithfield","IL",61477,40.4855,-90.2856,631,"Futures trader","1973-02-14","0fd25d9fd3383b8410d22cb3aa21a5f2",1332925419,40.505029,-90.176733,0
"2020-01-20 17:36:58",4710826438164848000,"fraud_Friesen Ltd","health_fitness",28.23,"Juan","Henry","9795 Lori Island Suite 346","Turner","MT",59542,48.8328,-108.3961,192,"Further education lecturer","1964-01-04","282acc2f52763d4f1ea69c1697e55d42",1358703418,49.385763,-108.143328,0
"2020-02-05 21:52:59",3559160581764413,"fraud_Kirlin and Sons","personal_care",74.51,"Allen","Bell","70147 Amanda Fields","Saint Bonaventure","NY",14778,42.2701,-78.6847,1453,"Toxicologist","1974-02-15","fca0292f9f6259e123b05448321b937e",1360101179,41.758112,-78.745743,0
"2020-01-27 02:27:27",4464457352619,"fraud_Kuphal-Bartoletti","misc_net",1.01,"Breanna","Rodriguez","118 Cabrera Springs Apt. 105","Lanark Village","FL",32323,29.8826,-84.5964,217,"Television production assistant","1990-01-24","3ecd6b9ee3b7d1c03b3070b30398db4b",1359253647,29.115535,-83.756264,0
"2019-11-10 17:25:51",3523843138706408,"fraud_Schoen-Quigley","kids_pets",14.7,"Grace","Williams","28812 Charles Mill Apt. 628","Plantersville","AL",36758,32.6176,-86.9475,1412,"Drilling engineer","1970-11-20","adf1c977ea67937b130a0b8b67221dc2",1352568351,33.292935,-87.667737,0
"2019-01-23 16:42:36",4464457352619,"""fraud_Ritchie, Bradtke and Stiedemann""","travel",1.36,"Breanna","Rodriguez","118 Cabrera Springs Apt. 105","Lanark Village","FL",32323,29.8826,-84.5964,217,"Television production assistant","1990-01-24","475ea246249529374736ff64f88a1fdd",1327336956,29.007285,-83.880062,0
"2020-06-14 11:37:06",3525668150756629,"fraud_Dicki Ltd","grocery_net",41.54,"Christopher","Choi","04611 Sandra Spring Suite 059","Rumely","MI",49826,46.3481,-87.0436,137,"Film/video editor","1990-08-13","ff4329ae8323e6da29cbef2b1bd600a9",1371209826,46.116396,-86.089122,0
"2020-06-18 02:09:06",4149635823017,"fraud_Nader-Heller","misc_net",6.97,"Samuel","Farrell","428 Michael Tunnel Apt. 377","Cleveland","AL",35049,33.9778,-86.5598,3996,"Aid worker","1977-06-14","dfd4314127ff1feb57bd85cb8d78956e",1371521346,34.550355,-86.50442,0
"2019-03-31 08:02:02",4358137750029945000,"fraud_Bartoletti-Wunsch","gas_transport",52.76,"Dawn","Stephens","91542 Marissa Shores Apt. 053","Oran","IA",50664,42.7012,-92.0762,53,"Sports administrator","1972-10-05","6e1af0b375e6376d3b9b1425e783ab70",1333180922,42.454057,-91.245512,0
"2019-10-20 18:56:11",376445266762684,"fraud_Christiansen-Gusikowski","misc_pos",6.71,"Rachel","Lowe","372 Jeffrey Course","Sutherland","NE",69165,41.1558,-101.136,1789,"Insurance broker","1982-02-11","9e8f6ce49eeacc5e4f2ed8e3832896fe",1350759371,40.207693,-101.830083,0
"2020-04-06 20:55:35",4623560839669,"fraud_Goldner-Lemke","entertainment",21.79,"Vincent","Waller","9379 Vanessa Run Apt. 400","Lohrville","IA",51453,42.2619,-94.5566,695,"Administrator","1954-07-15","eb95b18ec33db04b32cc609f396a1fd5",1365281735,42.161217,-95.524481,0
"2019-02-25 05:04:01",36581538659449,"fraud_Koepp-Parker","grocery_pos",78.88,"Brandon","Bridges","957 Miller Falls","Apison","TN",37302,35.0149,-85.0164,3730,"Occupational therapist","1991-01-28","f76e77e1acddbbfee2357f4d2d6fc61c",1330146241,34.714427,-84.32716,0
"2019-01-05 03:57:41",3511378610369890,"""fraud_Tillman, Dickinson and Labadie""","gas_transport",75.21,"James","Cooper","663 Ramirez Trace Apt. 951","Huntsville","AL",35811,34.7789,-86.5438,190178,"Television production assistant","1973-04-01","281ff4f8c0c4746fd0d3d5010c08a624",1325735861,35.508791,-86.550398,0
"2019-12-19 19:48:55",38052002992326,"fraud_Hudson-Ratke","grocery_pos",75.9,"Anna","Logan","3522 Park Wells Suite 528","Cleveland","TX",77327,30.33,-95.0202,34153,"Building surveyor","1995-09-11","b83077ed656e663beb9aa905afcbcb16",1355946535,30.796295,-94.620801,0
"2019-08-22 05:19:32",213156747557083,"fraud_Corwin-Collins","gas_transport",71.63,"Adam","Santos","725 Jo Trace Apt. 102","Glendale","CA",91206,34.1556,-118.2322,172817,"Advertising account planner","1982-07-30","a8c39994086dc79ec2175c662f1e1e64",1345612772,33.628786,-118.512,0
"2019-03-12 19:03:09",2713913904780408,"fraud_Streich Ltd","home",88.33,"Jacqueline","Howard","4511 Choi Lock","Delhi","LA",71232,32.3929,-91.4714,6581,"Multimedia programmer","1964-02-13","a5f990c917bb103020c082d0f4bbe8f2",1331578989,32.900221,-91.725081,0
"2019-06-07 10:48:28",6506116513503136,"""fraud_Tromp, Kerluke and Glover""","grocery_net",49.22,"Kimberly","Rice","63991 Destiny Rue Apt. 651","Tyler","TX",75703,32.2768,-95.3031,144160,"Sports development officer","1984-05-04","b0408dfa0e663a0564645bff1483d327",1339066108,33.085974,-95.971981,0
"2019-03-30 03:26:36",36078114201167,"fraud_Bashirian Group","shopping_net",3.74,"Christopher","Horn","956 Sanchez Highway","Mallie","KY",41836,37.2692,-82.9161,798,"Facilities manager","1926-06-26","314617ff9d17bf14669a99b365287c63",1333077996,37.037566,-83.867949,0
"2020-04-07 03:05:22",213195754007681,"fraud_Ankunding LLC","shopping_net",429.74,"Zachary","Allen","69252 Oconnor Alley Apt. 153","Ollie","IA",52576,41.2001,-92.1354,568,"Commercial horticulturist","1969-07-24","7227060d3d42bf518cecc699ee35c2f9",1365303922,40.513189,-91.372496,0
"2019-06-01 05:36:00",4904681492230012,"fraud_Bins-Rice","gas_transport",37.84,"Lisa","Lowe","574 David Locks Suite 207","Cottekill","NY",12419,41.8467,-74.1038,722,"Comptroller","1990-10-19","fb9e6d38d87b6624de3d497f0afea8f4",1338528960,42.16815,-74.039953,0
"2019-12-12 06:31:16",30131826429364,"""fraud_Turner, Ruecker and Parisian""","misc_pos",47.59,"Brianna","Foley","57256 Raymond Ports","Knoxville","TN",37932,35.9335,-84.1481,391389,"""Designer, industrial/product""","1994-04-22","735940d170d0b7f53cf1adb0b2cc3b04",1355293876,35.75363,-84.176943,0
"2019-03-08 19:40:24",180067784565096,"fraud_Quitzon-Goyette","home",7.36,"Mary","Juarez","35440 Ryan Islands","North Prairie","WI",53153,42.9385,-88.395,2328,"Applications developer","1942-01-06","844a9ade53e2a8121aa137f39463b70f",1331235624,42.289399,-88.355186,0
"2019-06-08 12:58:47",4400011257587662000,"""fraud_Towne, Greenholt and Koepp""","shopping_net",7.83,"Marissa","Powell","474 Allen Haven","North Loup","NE",68859,41.4972,-98.7858,509,"""Nurse, children's""","1980-09-15","53298d6808872e120089b0a51a401811",1339160327,40.936589,-99.048184,0
"2020-02-24 15:24:33",4099707841315751,"""fraud_Romaguera, Wehner and Tromp""","kids_pets",21.48,"James","Stephens","1166 Castillo Mountains","Ruckersville","VA",22968,38.2586,-78.4074,9815,"""Designer, ceramics/pottery""","1975-07-07","c4bab16d26d0db0596c0c6bbedea089b",1361719473,38.303705,-78.336185,0
"2019-04-29 22:13:33",6011399591920186,"""fraud_Streich, Rolfson and Wilderman""","kids_pets",29.48,"Maria","Roy","58665 Nicholas Ford Suite 348","Sheffield","MA",1257,42.1001,-73.3611,2121,"Radio producer","1973-10-14","9eda95d8e4644beddc5cd3b17f44d48c",1335737613,42.168656,-72.964927,0
"2020-05-01 18:25:20",30434173205605,"""fraud_McLaughlin, Armstrong and Koepp""","travel",4.93,"Kylie","Kirby","79816 Jackson Squares","Shedd","OR",97377,44.453,-123.1065,917,"Radio broadcast assistant","1995-07-08","7fb5f55dbb3c0082312678980fb4d596",1367432720,44.078869,-122.569236,0
"2020-01-20 19:29:12",3500969075198072,"fraud_Durgan-Auer","misc_net",104.52,"Kenneth","Sanchez","0110 Ashley Forest","Tekoa","WA",99033,47.2271,-117.0819,895,"Clothing/textile technologist","1999-05-31","ada4b0b92f1b51389376df2557d2f4b5",1358710152,47.434587,-117.662856,0
"2019-03-25 19:24:37",4025612008285111,"fraud_Kilback LLC","food_dining",26.26,"Krystal","Key","23142 Montoya Island Apt. 742","Corsica","PA",15829,41.1762,-79.1976,1274,"Maintenance engineer","1949-03-20","5f6c95178d91aa89fd2b6df1f3750efa",1332703477,41.876414,-78.209408,0
"2019-12-28 09:39:38",30143713661454,"fraud_Dooley Inc","shopping_pos",36.85,"Nicholas","Thornton","5270 Megan Burg Suite 756","Halma","MN",56729,48.6669,-96.5969,140,"""Embryologist, clinical""","1942-01-06","9b1322ee168f1febc0eb3be41ebfc10b",1356687578,48.910584,-95.641075,0
"2020-01-05 12:22:57",4446368897795790,"fraud_Jast-McDermott","shopping_pos",149.82,"Ryan","Joseph","8850 Jessica Center","Atlantic","VA",23303,37.9073,-75.5089,741,"""Geologist, engineering""","1986-08-17","404f3abef2b9ea7e4f43dc4b35358697",1357388577,37.399795,-75.852214,0
"2019-09-15 02:59:02",344709867813900,"fraud_Strosin-Cruickshank","grocery_pos",231.86,"Joanna","Hudson","2924 Bobby Trafficway","Sebring","FL",33872,27.4703,-81.4872,50835,"Environmental consultant","1986-01-30","4f6d91b947422f415f40c552d5433736",1347677942,27.525092,-82.320606,0
"2019-08-20 09:30:20",639046421587,"fraud_Cummerata-Jones","gas_transport",68.41,"Dylan","Bonilla","2497 John Motorway Suite 922","Leetsdale","PA",15056,40.5662,-80.2099,1140,"""Administrator, education""","1986-06-20","350beb74b408a9f4c0ecdb1df4f7ffee",1345455020,41.124832,-80.656166,0
"2019-08-10 00:28:42",343472729187663,"fraud_Bauch-Raynor","grocery_pos",83.76,"Gloria","Wallace","234 Bridges Wells Apt. 389","Center Tuftonboro","NH",3816,43.6849,-71.2551,1368,"""Optician, dispensing""","1971-08-05","ef014da667dde7a50e8be2c3197c6654",1344558522,43.232481,-72.153178,0
"2019-07-27 06:32:42",571844099986,"""fraud_Bernhard, Grant and Langworth""","shopping_pos",6.63,"Susan","Mills","005 Cody Estates","Louisville","KY",40202,38.2507,-85.7476,736284,"Engineering geologist","1952-04-02","05f6f15feb57abe2841abf2e96092f23",1343370762,37.647431,-85.616273,0
